Location,Score,TimeFrame,DataFormat,Data
BURLINGTON RE-6J,Reading,2009,Percent,0.688
BURLINGTON RE-6J,Reading,2010,Percent,0.82
BURLINGTON RE-6J,Reading,2011,Percent,0.667
BURLINGTON RE-6J,Reading,2012,Percent,0.766
BURLINGTON RE-6J,Reading,2013,Percent,0.69231
BURLINGTON RE-6J,Reading,2014,Percent,0.58182
BURLINGTON RE-6J,Writing,2008,Percent,0.6
BURLINGTON RE-6J,Writing,2009,Percent,0.783
BURLINGTON RE-6J,Writing,2010,Percent,0.55
BURLINGTON RE-6J,Writing,2011,Percent,0.467
BURLINGTON RE-6J,Writing,2012,Percent,0.32609
BURLINGTON RE-6J,Writing,2013,Percent,0.37736
BURLINGTON RE-6J,Writing,2014,Percent,0.34545
BYERS 32J,Math,2008,Percent,0.743
BYERS 32J,Math,2009,Percent,0.808
BYERS 32J,Math,2010,Percent,0.737
BYERS 32J,Math,2011,Percent,0.645
BYERS 32J,Math,2012,Percent,0.704
BYERS 32J,Math,2013,Percent,0.79412
BYERS 32J,Math,2014,Percent,0.7619
BYERS 32J,Reading,2008,Percent,0.686
BYERS 32J,Reading,2009,Percent,0.885
BYERS 32J,Reading,2010,Percent,0.816
BYERS 32J,Reading,2011,Percent,0.839
BYERS 32J,Reading,2012,Percent,0.889
BYERS 32J,Reading,2013,Percent,0.85294
BYERS 32J,Reading,2014,Percent,0.78571
BYERS 32J,Writing,2008,Percent,0.72
BYERS 32J,Writing,2009,Percent,0.429
BYERS 32J,Writing,2010,Percent,0.632
BYERS 32J,Writing,2011,Percent,0.484
BYERS 32J,Writing,2012,Percent,0.51852
BYERS 32J,Writing,2013,Percent,0.5
BYERS 32J,Writing,2014,Percent,0.42857
CALHAN RJ-1,Math,2008,Percent,0.711
CALHAN RJ-1,Math,2009,Percent,0.735
CALHAN RJ-1,Math,2010,Percent,0.756
CALHAN RJ-1,Math,2011,Percent,0.76
CALHAN RJ-1,Math,2012,Percent,0.543
CALHAN RJ-1,Math,2013,Percent,0.71429
CALHAN RJ-1,Math,2014,Percent,0.63889
CALHAN RJ-1,Reading,2008,Percent,0.689
CALHAN RJ-1,Reading,2009,Percent,0.776
CALHAN RJ-1,Reading,2010,Percent,0.761
CALHAN RJ-1,Reading,2011,Percent,0.76
CALHAN RJ-1,Reading,2012,Percent,0.639
CALHAN RJ-1,Reading,2013,Percent,0.59259
CALHAN RJ-1,Reading,2014,Percent,0.66667
CALHAN RJ-1,Writing,2008,Percent,0.429
CALHAN RJ-1,Writing,2009,Percent,0.556
CALHAN RJ-1,Writing,2010,Percent,0.6
CALHAN RJ-1,Writing,2011,Percent,0.48
CALHAN RJ-1,Writing,2012,Percent,0.37143
CALHAN RJ-1,Writing,2013,Percent,0.35714
CALHAN RJ-1,Writing,2014,Percent,0.38889
CAMPO RE-6,Math,2008,Percent,#VALUE!
CAMPO RE-6,Math,2009,Percent,#VALUE!
CAMPO RE-6,Math,2010,Percent,N/A
CAMPO RE-6,Math,2011,Percent,LNE
CAMPO RE-6,Math,2012,Percent,LNE
CAMPO RE-6,Math,2013,Percent,LNE
CAMPO RE-6,Math,2014,Percent,LNE
CAMPO RE-6,Reading,2008,Percent,N/A
CAMPO RE-6,Reading,2009,Percent,N/A
CAMPO RE-6,Reading,2010,Percent,N/A
CAMPO RE-6,Reading,2011,Percent,LNE
CAMPO RE-6,Reading,2012,Percent,LNE
CAMPO RE-6,Reading,2013,Percent,LNE
CAMPO RE-6,Reading,2014,Percent,LNE
CAMPO RE-6,Writing,2008,Percent,0.578
CAMPO RE-6,Writing,2009,Percent,0.633
CAMPO RE-6,Writing,2010,Percent,N/A
CAMPO RE-6,Writing,2011,Percent,LNE
CAMPO RE-6,Writing,2012,Percent,LNE
CAMPO RE-6,Writing,2013,Percent,LNE
CAMPO RE-6,Writing,2014,Percent,LNE
CANON CITY RE-1,Math,2008,Percent,0.714
CANON CITY RE-1,Math,2009,Percent,0.653
CANON CITY RE-1,Math,2010,Percent,0.727
CANON CITY RE-1,Math,2011,Percent,0.68
CANON CITY RE-1,Math,2012,Percent,0.75
CANON CITY RE-1,Math,2013,Percent,0.73984
CANON CITY RE-1,Math,2014,Percent,0.7234
CANON CITY RE-1,Reading,2008,Percent,0.777
CANON CITY RE-1,Reading,2009,Percent,0.722
CANON CITY RE-1,Reading,2010,Percent,0.734
CANON CITY RE-1,Reading,2011,Percent,0.708
CANON CITY RE-1,Reading,2012,Percent,0.785
CANON CITY RE-1,Reading,2013,Percent,0.75806
CANON CITY RE-1,Reading,2014,Percent,0.71731
CANON CITY RE-1,Writing,2008,Percent,N/A
CANON CITY RE-1,Writing,2009,Percent,N/A
CANON CITY RE-1,Writing,2010,Percent,0.417
CANON CITY RE-1,Writing,2011,Percent,0.423
CANON CITY RE-1,Writing,2012,Percent,0.44366
CANON CITY RE-1,Writing,2013,Percent,0.44715
CANON CITY RE-1,Writing,2014,Percent,0.38246
CENTENNIAL R-1,Math,2008,Percent,#VALUE!
CENTENNIAL R-1,Math,2009,Percent,#VALUE!
CENTENNIAL R-1,Math,2010,Percent,N/A
CENTENNIAL R-1,Math,2011,Percent,0.421
CENTENNIAL R-1,Math,2012,Percent,LNE
CENTENNIAL R-1,Math,2013,Percent,LNE
CENTENNIAL R-1,Math,2014,Percent,0.52941
CENTENNIAL R-1,Reading,2008,Percent,N/A
CENTENNIAL R-1,Reading,2009,Percent,N/A
CENTENNIAL R-1,Reading,2010,Percent,N/A
CENTENNIAL R-1,Reading,2011,Percent,0.421
CENTENNIAL R-1,Reading,2012,Percent,LNE
CENTENNIAL R-1,Reading,2013,Percent,LNE
CENTENNIAL R-1,Reading,2014,Percent,0.76471
CENTENNIAL R-1,Writing,2008,Percent,0.454
CENTENNIAL R-1,Writing,2009,Percent,0.415
CENTENNIAL R-1,Writing,2010,Percent,N/A
CENTENNIAL R-1,Writing,2011,Percent,0.263
CENTENNIAL R-1,Writing,2012,Percent,LNE
CENTENNIAL R-1,Writing,2013,Percent,LNE
CENTENNIAL R-1,Writing,2014,Percent,0.29412
CENTER 26 JT,Math,2008,Percent,0.358
CENTER 26 JT,Math,2009,Percent,0.324
CENTER 26 JT,Math,2010,Percent,0.314
CENTER 26 JT,Math,2011,Percent,0.389
CENTER 26 JT,Math,2012,Percent,0.578
CENTER 26 JT,Math,2013,Percent,0.76923
CENTER 26 JT,Math,2014,Percent,0.61111
CENTER 26 JT,Reading,2008,Percent,0.302
CENTER 26 JT,Reading,2009,Percent,0.412
CENTER 26 JT,Reading,2010,Percent,0.278
CENTER 26 JT,Reading,2011,Percent,0.407
CENTER 26 JT,Reading,2012,Percent,0.756
CENTER 26 JT,Reading,2013,Percent,0.61538
CENTER 26 JT,Reading,2014,Percent,0.66667
CENTER 26 JT,Writing,2008,Percent,N/A
CENTER 26 JT,Writing,2009,Percent,N/A
CENTER 26 JT,Writing,2010,Percent,0.143
CENTER 26 JT,Writing,2011,Percent,0.259
CENTER 26 JT,Writing,2012,Percent,0.26667
CENTER 26 JT,Writing,2013,Percent,0.30769
CENTER 26 JT,Writing,2014,Percent,0.52778
CHERAW 31,Math,2008,Percent,#VALUE!
CHERAW 31,Math,2009,Percent,0.75
CHERAW 31,Math,2010,Percent,0.941
CHERAW 31,Math,2011,Percent,LNE
CHERAW 31,Math,2012,Percent,LNE
CHERAW 31,Math,2013,Percent,LNE
CHERAW 31,Math,2014,Percent,0.52632
CHERAW 31,Reading,2008,Percent,N/A
CHERAW 31,Reading,2009,Percent,0.875
CHERAW 31,Reading,2010,Percent,0.824
CHERAW 31,Reading,2011,Percent,LNE
CHERAW 31,Reading,2012,Percent,LNE
CHERAW 31,Reading,2013,Percent,LNE
CHERAW 31,Reading,2014,Percent,0.72222
CHERAW 31,Writing,2008,Percent,0.13
CHERAW 31,Writing,2009,Percent,0.171
CHERAW 31,Writing,2010,Percent,0.647
CHERAW 31,Writing,2011,Percent,LNE
CHERAW 31,Writing,2012,Percent,LNE
CHERAW 31,Writing,2013,Percent,LNE
CHERAW 31,Writing,2014,Percent,0.36842
CHERRY CREEK 5,Math,2008,Percent,0.771
CHERRY CREEK 5,Math,2009,Percent,0.769
CHERRY CREEK 5,Math,2010,Percent,0.784
CHERRY CREEK 5,Math,2011,Percent,0.787
CHERRY CREEK 5,Math,2012,Percent,0.803
CHERRY CREEK 5,Math,2013,Percent,0.8162
CHERRY CREEK 5,Math,2014,Percent,0.79426
CHERRY CREEK 5,Reading,2008,Percent,0.756
CHERRY CREEK 5,Reading,2009,Percent,0.775
CHERRY CREEK 5,Reading,2010,Percent,0.77
CHERRY CREEK 5,Reading,2011,Percent,0.805
CHERRY CREEK 5,Reading,2012,Percent,0.808
CHERRY CREEK 5,Reading,2013,Percent,0.79581
CHERRY CREEK 5,Reading,2014,Percent,0.76696
CHERRY CREEK 5,Writing,2008,Percent,N/A
CHERRY CREEK 5,Writing,2009,Percent,0.438
CHERRY CREEK 5,Writing,2010,Percent,0.593
CHERRY CREEK 5,Writing,2011,Percent,0.623
CHERRY CREEK 5,Writing,2012,Percent,0.5957
CHERRY CREEK 5,Writing,2013,Percent,0.58342
CHERRY CREEK 5,Writing,2014,Percent,0.57308
CHEYENNE COUNTY RE-5,Math,2008,Percent,#VALUE!
CHEYENNE COUNTY RE-5,Math,2009,Percent,#VALUE!
CHEYENNE COUNTY RE-5,Math,2010,Percent,N/A
CHEYENNE COUNTY RE-5,Math,2011,Percent,0.667
CHEYENNE COUNTY RE-5,Math,2012,Percent,LNE
CHEYENNE COUNTY RE-5,Math,2013,Percent,LNE
CHEYENNE COUNTY RE-5,Math,2014,Percent,LNE
CHEYENNE COUNTY RE-5,Reading,2008,Percent,N/A
CHEYENNE COUNTY RE-5,Reading,2009,Percent,N/A
CHEYENNE COUNTY RE-5,Reading,2010,Percent,N/A
CHEYENNE COUNTY RE-5,Reading,2011,Percent,0.611
CHEYENNE COUNTY RE-5,Reading,2012,Percent,LNE
CHEYENNE COUNTY RE-5,Reading,2013,Percent,LNE
CHEYENNE COUNTY RE-5,Reading,2014,Percent,LNE
CHEYENNE COUNTY RE-5,Writing,2008,Percent,0.566
CHEYENNE COUNTY RE-5,Writing,2009,Percent,0.61
CHEYENNE COUNTY RE-5,Writing,2010,Percent,N/A
CHEYENNE COUNTY RE-5,Writing,2011,Percent,0.278
CHEYENNE COUNTY RE-5,Writing,2012,Percent,LNE
CHEYENNE COUNTY RE-5,Writing,2013,Percent,LNE
CHEYENNE COUNTY RE-5,Writing,2014,Percent,LNE
CHEYENNE MOUNTAIN 12,Math,2008,Percent,0.902
CHEYENNE MOUNTAIN 12,Math,2009,Percent,0.878
CHEYENNE MOUNTAIN 12,Math,2010,Percent,0.91
CHEYENNE MOUNTAIN 12,Math,2011,Percent,0.891
CHEYENNE MOUNTAIN 12,Math,2012,Percent,0.959
CHEYENNE MOUNTAIN 12,Math,2013,Percent,0.91885
CHEYENNE MOUNTAIN 12,Math,2014,Percent,0.90349
CHEYENNE MOUNTAIN 12,Reading,2008,Percent,0.891
CHEYENNE MOUNTAIN 12,Reading,2009,Percent,0.929
CHEYENNE MOUNTAIN 12,Reading,2010,Percent,0.917
CHEYENNE MOUNTAIN 12,Reading,2011,Percent,0.939
CHEYENNE MOUNTAIN 12,Reading,2012,Percent,0.959
CHEYENNE MOUNTAIN 12,Reading,2013,Percent,0.91123
CHEYENNE MOUNTAIN 12,Reading,2014,Percent,0.89247
CHEYENNE MOUNTAIN 12,Writing,2008,Percent,N/A
CHEYENNE MOUNTAIN 12,Writing,2009,Percent,N/A
CHEYENNE MOUNTAIN 12,Writing,2010,Percent,0.785
CHEYENNE MOUNTAIN 12,Writing,2011,Percent,0.797
CHEYENNE MOUNTAIN 12,Writing,2012,Percent,0.84795
CHEYENNE MOUNTAIN 12,Writing,2013,Percent,0.74084
CHEYENNE MOUNTAIN 12,Writing,2014,Percent,0.75871
CLEAR CREEK RE-1,Math,2008,Percent,0.822
CLEAR CREEK RE-1,Math,2009,Percent,0.849
CLEAR CREEK RE-1,Math,2010,Percent,0.779
CLEAR CREEK RE-1,Math,2011,Percent,0.833
CLEAR CREEK RE-1,Math,2012,Percent,0.785
CLEAR CREEK RE-1,Math,2013,Percent,0.82051
CLEAR CREEK RE-1,Math,2014,Percent,0.77778
CLEAR CREEK RE-1,Reading,2008,Percent,0.84
CLEAR CREEK RE-1,Reading,2009,Percent,0.851
CLEAR CREEK RE-1,Reading,2010,Percent,0.836
CLEAR CREEK RE-1,Reading,2011,Percent,0.826
CLEAR CREEK RE-1,Reading,2012,Percent,0.797
CLEAR CREEK RE-1,Reading,2013,Percent,0.85897
CLEAR CREEK RE-1,Reading,2014,Percent,0.88889
CLEAR CREEK RE-1,Writing,2008,Percent,0.779
CLEAR CREEK RE-1,Writing,2009,Percent,0.771
CLEAR CREEK RE-1,Writing,2010,Percent,0.632
CLEAR CREEK RE-1,Writing,2011,Percent,0.643
CLEAR CREEK RE-1,Writing,2012,Percent,0.53846
CLEAR CREEK RE-1,Writing,2013,Percent,0.46154
CLEAR CREEK RE-1,Writing,2014,Percent,0.61111
COLORADO SPRINGS 11,Math,2008,Percent,0.731
COLORADO SPRINGS 11,Math,2009,Percent,0.726
COLORADO SPRINGS 11,Math,2010,Percent,0.738
COLORADO SPRINGS 11,Math,2011,Percent,0.695
COLORADO SPRINGS 11,Math,2012,Percent,0.74
COLORADO SPRINGS 11,Math,2013,Percent,0.7535
COLORADO SPRINGS 11,Math,2014,Percent,0.71615
COLORADO SPRINGS 11,Reading,2008,Percent,0.72
COLORADO SPRINGS 11,Reading,2009,Percent,0.75
COLORADO SPRINGS 11,Reading,2010,Percent,0.691
COLORADO SPRINGS 11,Reading,2011,Percent,0.735
COLORADO SPRINGS 11,Reading,2012,Percent,0.735
COLORADO SPRINGS 11,Reading,2013,Percent,0.72217
COLORADO SPRINGS 11,Reading,2014,Percent,0.68473
COLORADO SPRINGS 11,Writing,2008,Percent,0.699
COLORADO SPRINGS 11,Writing,2009,Percent,0.767
COLORADO SPRINGS 11,Writing,2010,Percent,0.541
COLORADO SPRINGS 11,Writing,2011,Percent,0.5
COLORADO SPRINGS 11,Writing,2012,Percent,0.52848
COLORADO SPRINGS 11,Writing,2013,Percent,0.47247
COLORADO SPRINGS 11,Writing,2014,Percent,0.44865
COTOPAXI RE-3,Math,2008,Percent,#VALUE!
COTOPAXI RE-3,Math,2009,Percent,#VALUE!
COTOPAXI RE-3,Math,2010,Percent,0.471
COTOPAXI RE-3,Math,2011,Percent,0.684
COTOPAXI RE-3,Math,2012,Percent,LNE
COTOPAXI RE-3,Math,2013,Percent,0.68182
COTOPAXI RE-3,Math,2014,Percent,LNE
COTOPAXI RE-3,Reading,2008,Percent,N/A
COTOPAXI RE-3,Reading,2009,Percent,N/A
COTOPAXI RE-3,Reading,2010,Percent,0.824
COTOPAXI RE-3,Reading,2011,Percent,0.789
COTOPAXI RE-3,Reading,2012,Percent,LNE
COTOPAXI RE-3,Reading,2013,Percent,0.59091
COTOPAXI RE-3,Reading,2014,Percent,LNE
COTOPAXI RE-3,Writing,2008,Percent,0.533
COTOPAXI RE-3,Writing,2009,Percent,0.555
COTOPAXI RE-3,Writing,2010,Percent,0.294
COTOPAXI RE-3,Writing,2011,Percent,0.526
COTOPAXI RE-3,Writing,2012,Percent,LNE
COTOPAXI RE-3,Writing,2013,Percent,0.18182
COTOPAXI RE-3,Writing,2014,Percent,LNE
CREEDE CONSOLIDATED 1,Math,2008,Percent,#VALUE!
CREEDE CONSOLIDATED 1,Math,2009,Percent,#VALUE!
CREEDE CONSOLIDATED 1,Math,2010,Percent,N/A
CREEDE CONSOLIDATED 1,Math,2011,Percent,LNE
CREEDE CONSOLIDATED 1,Math,2012,Percent,LNE
CREEDE CONSOLIDATED 1,Math,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Math,2014,Percent,LNE
CREEDE CONSOLIDATED 1,Reading,2008,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2009,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2010,Percent,N/A
CREEDE CONSOLIDATED 1,Reading,2011,Percent,LNE
CREEDE CONSOLIDATED 1,Reading,2012,Percent,LNE
CREEDE CONSOLIDATED 1,Reading,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Reading,2014,Percent,LNE
CREEDE CONSOLIDATED 1,Writing,2008,Percent,N/A
CREEDE CONSOLIDATED 1,Writing,2009,Percent,N/A
CREEDE CONSOLIDATED 1,Writing,2010,Percent,N/A
CREEDE CONSOLIDATED 1,Writing,2011,Percent,LNE
CREEDE CONSOLIDATED 1,Writing,2012,Percent,LNE
CREEDE CONSOLIDATED 1,Writing,2013,Percent,LNE
CREEDE CONSOLIDATED 1,Writing,2014,Percent,LNE
CRIPPLE CREEK-VICTOR RE-1,Math,2008,Percent,0.968
CRIPPLE CREEK-VICTOR RE-1,Math,2009,Percent,0.76
CRIPPLE CREEK-VICTOR RE-1,Math,2010,Percent,0.773
CRIPPLE CREEK-VICTOR RE-1,Math,2011,Percent,0.655
CRIPPLE CREEK-VICTOR RE-1,Math,2012,Percent,0.719
CRIPPLE CREEK-VICTOR RE-1,Math,2013,Percent,0.6875
CRIPPLE CREEK-VICTOR RE-1,Math,2014,Percent,0.61111
CRIPPLE CREEK-VICTOR RE-1,Reading,2008,Percent,0.969
CRIPPLE CREEK-VICTOR RE-1,Reading,2009,Percent,0.88
CRIPPLE CREEK-VICTOR RE-1,Reading,2010,Percent,0.773
CRIPPLE CREEK-VICTOR RE-1,Reading,2011,Percent,0.793
CRIPPLE CREEK-VICTOR RE-1,Reading,2012,Percent,0.939
CRIPPLE CREEK-VICTOR RE-1,Reading,2013,Percent,0.875
CRIPPLE CREEK-VICTOR RE-1,Reading,2014,Percent,0.77778
CRIPPLE CREEK-VICTOR RE-1,Writing,2008,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Writing,2009,Percent,N/A
CRIPPLE CREEK-VICTOR RE-1,Writing,2010,Percent,0.409
CRIPPLE CREEK-VICTOR RE-1,Writing,2011,Percent,0.379
CRIPPLE CREEK-VICTOR RE-1,Writing,2012,Percent,0.46875
CRIPPLE CREEK-VICTOR RE-1,Writing,2013,Percent,0.3125
CRIPPLE CREEK-VICTOR RE-1,Writing,2014,Percent,0.5
CROWLEY COUNTY RE-1-J,Math,2008,Percent,0.568
CROWLEY COUNTY RE-1-J,Math,2009,Percent,0.724
CROWLEY COUNTY RE-1-J,Math,2010,Percent,0.818
CROWLEY COUNTY RE-1-J,Math,2011,Percent,0.643
CROWLEY COUNTY RE-1-J,Math,2012,Percent,0.731
CROWLEY COUNTY RE-1-J,Math,2013,Percent,0.85714
CROWLEY COUNTY RE-1-J,Math,2014,Percent,0.72727
CROWLEY COUNTY RE-1-J,Reading,2008,Percent,0.63
CROWLEY COUNTY RE-1-J,Reading,2009,Percent,0.833
CROWLEY COUNTY RE-1-J,Reading,2010,Percent,0.844
CROWLEY COUNTY RE-1-J,Reading,2011,Percent,0.607
CROWLEY COUNTY RE-1-J,Reading,2012,Percent,0.769
CROWLEY COUNTY RE-1-J,Reading,2013,Percent,0.85
CROWLEY COUNTY RE-1-J,Reading,2014,Percent,0.84375
CROWLEY COUNTY RE-1-J,Writing,2008,Percent,0.645
CROWLEY COUNTY RE-1-J,Writing,2009,Percent,0.64
CROWLEY COUNTY RE-1-J,Writing,2010,Percent,0.606
CROWLEY COUNTY RE-1-J,Writing,2011,Percent,0.286
CROWLEY COUNTY RE-1-J,Writing,2012,Percent,0.26923
CROWLEY COUNTY RE-1-J,Writing,2013,Percent,0.69048
CROWLEY COUNTY RE-1-J,Writing,2014,Percent,0.57576
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2008,Percent,0.806
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2009,Percent,0.886
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2010,Percent,0.769
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2011,Percent,0.821
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2012,Percent,0.652
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2013,Percent,0.92857
CUSTER COUNTY SCHOOL DISTRICT C-1,Math,2014,Percent,0.79167
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2008,Percent,0.71
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2009,Percent,0.882
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2010,Percent,0.762
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2011,Percent,0.852
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2012,Percent,0.652
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2013,Percent,0.89286
CUSTER COUNTY SCHOOL DISTRICT C-1,Reading,2014,Percent,0.66667
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2008,Percent,0.341
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2009,Percent,0.483
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2010,Percent,0.385
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2011,Percent,0.464
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2012,Percent,0.56522
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2013,Percent,0.71429
CUSTER COUNTY SCHOOL DISTRICT C-1,Writing,2014,Percent,0.375
DE BEQUE 49JT,Math,2008,Percent,#VALUE!
DE BEQUE 49JT,Math,2009,Percent,#VALUE!
DE BEQUE 49JT,Math,2010,Percent,N/A
DE BEQUE 49JT,Math,2011,Percent,LNE
DE BEQUE 49JT,Math,2012,Percent,LNE
DE BEQUE 49JT,Math,2013,Percent,LNE
DE BEQUE 49JT,Math,2014,Percent,LNE
DE BEQUE 49JT,Reading,2008,Percent,N/A
DE BEQUE 49JT,Reading,2009,Percent,N/A
DE BEQUE 49JT,Reading,2010,Percent,N/A
DE BEQUE 49JT,Reading,2011,Percent,LNE
DE BEQUE 49JT,Reading,2012,Percent,LNE
DE BEQUE 49JT,Reading,2013,Percent,LNE
DE BEQUE 49JT,Reading,2014,Percent,LNE
DE BEQUE 49JT,Writing,2008,Percent,0.484
DE BEQUE 49JT,Writing,2009,Percent,0.6
DE BEQUE 49JT,Writing,2010,Percent,N/A
DE BEQUE 49JT,Writing,2011,Percent,LNE
DE BEQUE 49JT,Writing,2012,Percent,LNE
DE BEQUE 49JT,Writing,2013,Percent,LNE
DE BEQUE 49JT,Writing,2014,Percent,LNE
DEER TRAIL 26J,Math,2008,Percent,#VALUE!
DEER TRAIL 26J,Math,2009,Percent,#VALUE!
DEER TRAIL 26J,Math,2010,Percent,N/A
DEER TRAIL 26J,Math,2011,Percent,LNE
DEER TRAIL 26J,Math,2012,Percent,LNE
DEER TRAIL 26J,Math,2013,Percent,LNE
DEER TRAIL 26J,Math,2014,Percent,LNE
DEER TRAIL 26J,Reading,2008,Percent,N/A
DEER TRAIL 26J,Reading,2009,Percent,N/A
DEER TRAIL 26J,Reading,2010,Percent,N/A
DEER TRAIL 26J,Reading,2011,Percent,LNE
DEER TRAIL 26J,Reading,2012,Percent,LNE
DEER TRAIL 26J,Reading,2013,Percent,LNE
DEER TRAIL 26J,Reading,2014,Percent,LNE
DEER TRAIL 26J,Writing,2008,Percent,N/A
DEER TRAIL 26J,Writing,2009,Percent,N/A
DEER TRAIL 26J,Writing,2010,Percent,N/A
DEER TRAIL 26J,Writing,2011,Percent,LNE
DEER TRAIL 26J,Writing,2012,Percent,LNE
DEER TRAIL 26J,Writing,2013,Percent,LNE
DEER TRAIL 26J,Writing,2014,Percent,LNE
DEL NORTE C-7,Math,2008,Percent,0.704
DEL NORTE C-7,Math,2009,Percent,0.69
DEL NORTE C-7,Math,2010,Percent,0.754
DEL NORTE C-7,Math,2011,Percent,0.698
DEL NORTE C-7,Math,2012,Percent,0.886
DEL NORTE C-7,Math,2013,Percent,0.82759
DEL NORTE C-7,Math,2014,Percent,0.75758
DEL NORTE C-7,Reading,2008,Percent,0.593
DEL NORTE C-7,Reading,2009,Percent,0.69
DEL NORTE C-7,Reading,2010,Percent,0.636
DEL NORTE C-7,Reading,2011,Percent,0.837
DEL NORTE C-7,Reading,2012,Percent,0.917
DEL NORTE C-7,Reading,2013,Percent,0.68966
DEL NORTE C-7,Reading,2014,Percent,0.85294
DEL NORTE C-7,Writing,2008,Percent,N/A
DEL NORTE C-7,Writing,2009,Percent,N/A
DEL NORTE C-7,Writing,2010,Percent,0.421
DEL NORTE C-7,Writing,2011,Percent,0.535
DEL NORTE C-7,Writing,2012,Percent,0.62857
DEL NORTE C-7,Writing,2013,Percent,0.51724
DEL NORTE C-7,Writing,2014,Percent,0.66667
DELTA COUNTY 50(J),Math,2008,Percent,0.753
DELTA COUNTY 50(J),Math,2009,Percent,0.756
DELTA COUNTY 50(J),Math,2010,Percent,0.815
DELTA COUNTY 50(J),Math,2011,Percent,0.737
DELTA COUNTY 50(J),Math,2012,Percent,0.765
DELTA COUNTY 50(J),Math,2013,Percent,0.7507
DELTA COUNTY 50(J),Math,2014,Percent,0.67365
DELTA COUNTY 50(J),Reading,2008,Percent,0.738
DELTA COUNTY 50(J),Reading,2009,Percent,0.765
DELTA COUNTY 50(J),Reading,2010,Percent,0.735
DELTA COUNTY 50(J),Reading,2011,Percent,0.737
DELTA COUNTY 50(J),Reading,2012,Percent,0.753
DELTA COUNTY 50(J),Reading,2013,Percent,0.71348
DELTA COUNTY 50(J),Reading,2014,Percent,0.7027
DELTA COUNTY 50(J),Writing,2008,Percent,0.426
DELTA COUNTY 50(J),Writing,2009,Percent,0.5
DELTA COUNTY 50(J),Writing,2010,Percent,0.624
DELTA COUNTY 50(J),Writing,2011,Percent,0.579
DELTA COUNTY 50(J),Writing,2012,Percent,0.58549
DELTA COUNTY 50(J),Writing,2013,Percent,0.60224
DELTA COUNTY 50(J),Writing,2014,Percent,0.55389
DENVER COUNTY 1,Math,2008,Percent,0.461
DENVER COUNTY 1,Math,2009,Percent,0.487
DENVER COUNTY 1,Math,2010,Percent,0.515
DENVER COUNTY 1,Math,2011,Percent,0.515
DENVER COUNTY 1,Math,2012,Percent,0.541
DENVER COUNTY 1,Math,2013,Percent,0.59279
DENVER COUNTY 1,Math,2014,Percent,0.59906
DENVER COUNTY 1,Reading,2008,Percent,0.507
DENVER COUNTY 1,Reading,2009,Percent,0.514
DENVER COUNTY 1,Reading,2010,Percent,0.508
DENVER COUNTY 1,Reading,2011,Percent,0.557
DENVER COUNTY 1,Reading,2012,Percent,0.59
DENVER COUNTY 1,Reading,2013,Percent,0.60531
DENVER COUNTY 1,Reading,2014,Percent,0.59689
DENVER COUNTY 1,Writing,2008,Percent,0.556
DENVER COUNTY 1,Writing,2009,Percent,0.606
DENVER COUNTY 1,Writing,2010,Percent,0.339
DENVER COUNTY 1,Writing,2011,Percent,0.36
DENVER COUNTY 1,Writing,2012,Percent,0.42097
DENVER COUNTY 1,Writing,2013,Percent,0.39927
DENVER COUNTY 1,Writing,2014,Percent,0.42577
DOLORES COUNTY RE NO.2,Math,2008,Percent,0.938
DOLORES COUNTY RE NO.2,Math,2009,Percent,0.842
DOLORES COUNTY RE NO.2,Math,2010,Percent,0.885
DOLORES COUNTY RE NO.2,Math,2011,Percent,0.556
DOLORES COUNTY RE NO.2,Math,2012,Percent,0.714
DOLORES COUNTY RE NO.2,Math,2013,Percent,0.68182
DOLORES COUNTY RE NO.2,Math,2014,Percent,0.83333
DOLORES COUNTY RE NO.2,Reading,2008,Percent,0.75
DOLORES COUNTY RE NO.2,Reading,2009,Percent,0.889
DOLORES COUNTY RE NO.2,Reading,2010,Percent,0.667
DOLORES COUNTY RE NO.2,Reading,2011,Percent,0.389
